State,District,Tehsil,Block,GramPanchayat,NyayPanchayat,Village,Latitude,Longitude
Andhra Pradesh_2024,Chittoor,Peddapanjani,,Muttukuru (Panjani),Peddapanjani,265775,13.28731,78.62266
Andhra Pradesh_2024,Tirupati,Renigunta,,Krishnapuram,Renigunta,264705,13.64165,79.50184
Andhra Pradesh_2024,Chittoor,Chittoor,,Greamspeta,Chittoor,263082,13.20015,79.09206
Andhra Pradesh_2024,Chittoor,Peddapanjani,,Peddapanjani,Peddapanjani,266753,13.29255,78.68644
Andhra Pradesh_2024,NTR,Gampalagudem,,Gampalagudem,Gampalagudem,262703,16.98986,80.51821
Andhra Pradesh_2024,Tirupati,Srikalahasti,,Srikalahasti,Srikalahasti,268063,13.7446,79.7105
Andhra Pradesh_2024,Vizianagaram,Rajam,,Boddam,Rajam,261412,18.41001,83.63255
Andhra Pradesh_2024,Chittoor,Peddapanjani,,Rayalapeta,Peddapanjani,267463,13.3317,78.71947
Andhra Pradesh_2024,Sri Sathya Sai,Tanakal,,Cheekatimanipalle,Tanakal,261745,13.82912,78.2413
Andhra Pradesh_2024,Sri Sathya Sai,Kothacheruvu,Kothacharuvu current office,Kothacheruvu,Kothacheruvu,264550,14.1833,77.7635
Andhra Pradesh_2024,Srikakulam,Ganguvarisigadam,,Ganguvarisigadam,Ganguvarisigadam,262778,18.38083,83.67761
Andhra Pradesh_2024,NTR,Tiruvuru,,Chintalapadu,Tiruvuru,262065,17.03783,80.55827
Andhra Pradesh_2024,Parvathipuram Manyam,Pachipenta,,Panasapeddi Konavalasa,Pachipenta,266424,18.52576,83.15301
Andhra Pradesh_2024,Srikakulam,Ponduru,,Ponduru,Ponduru,266973,18.35053,83.76731
Andhra Pradesh_2024,Sri Sathya Sai,Chennekothapalle,,Nyamaddala,Chennekothapalle,266216,14.25673,77.58441
Andhra Pradesh_2024,NTR,Tiruvuru,,Munukulla,Tiruvuru,265726,17.11509,80.5796
Andhra Pradesh_2024,NTR,Kanchikacherla,NANDIGAMA,Moguluru,Kanchikacherla,265552,16.63977,80.33354
Andhra Pradesh_2024,Sri Sathya Sai,Chennekothapalle,,Chennekothapalle,Chennekothapalle,261821,14.2665,77.68192
Andhra Pradesh_2024,Sri Sathya Sai,Chennekothapalle,,Poletipalle,Chennekothapalle,266958,14.26654,77.6822
Andhra Pradesh_2024,NTR,Tiruvuru,,Laxmipuram,Tiruvuru,264958,17.08486,80.62307
Andhra Pradesh_2024,Srikakulam,Ranastalam,,Pydibhimavaram,Ranastalam,267172,18.14242,83.62065
Andhra Pradesh_2024,NTR,Kanchikacherla,NANDIGAMA,Kanchikacherla,Kanchikacherla,263857,16.67413,80.39665
Andhra Pradesh_2024,NTR,G.Konduru,,Koduru,G.Konduru,264200,16.6851,80.58112
Andhra Pradesh_2024,Guntur,Kollipara,,Kollipara,Kollipara,264246,16.28883,80.25693
Andhra Pradesh_2024,Guntur,Phirangipuram,,Phirangipuram,Phirangipuram,266882,16.28877,80.25689
Andhra Pradesh_2024,NTR,Vissannapet,,Vemireddipalle,Vissannapet,269109,17.05178,80.75868
Andhra Pradesh_2024,Srikakulam,Ranastalam,,Garikipalem,Ranastalam,262808,18.20675,83.69419
Andhra Pradesh_2024,Guntur,Duggirala,,Duggirala,Duggirala,262523,16.34543,80.30451
Andhra Pradesh_2024,Guntur,Duggirala,,Duggirala,Duggirala,262523,16.34548,80.30442
Andhra Pradesh_2024,Guntur,Medikonduru,,Medikonduru,Medikonduru,265445,16.3453,80.30447
Andhra Pradesh_2024,NTR,G.Konduru,,Kuntamukkala,G.Konduru,264801,16.72071,80.62186
Andhra Pradesh_2024,Srikakulam,Laveru,,Laveru,Laveru,264946,18.23541,83.70165
Andhra Pradesh_2024,NTR,Veerullapadu,NANDIGAMA,Alluru,Veerullapadu,260728,16.76666,80.43654
Andhra Pradesh_2024,Srikakulam,Laveru,,Laveru,Laveru,264946,18.2423,83.69057
Andhra Pradesh_2024,NTR,Veerullapadu,NANDIGAMA,Veerillapadu,Veerullapadu,269028,16.82124,80.39651
Andhra Pradesh_2024,NTR,Mylavaram,,Chandrala,Mylavaram,261693,16.76848,80.71502
Andhra Pradesh_2024,Srikakulam,Laveru,,Tamada,Laveru,268268,18.18822,83.77318
Andhra Pradesh_2024,Vizianagaram,Denkada,,Modavalasa,Denkada,265527,17.96602,83.41939
Andhra Pradesh_2024,NTR,Veerullapadu,NANDIGAMA,Nandaluru,Veerullapadu,265931,16.74756,80.34342
Andhra Pradesh_2024,Srikakulam,Laveru,,Budumuru,Laveru,261580,18.24775,83.76383
Andhra Pradesh_2024,NTR,Mylavaram,,Mylavaram,Mylavaram,265786,16.77389,80.64017
Andhra Pradesh_2024,Srikakulam,Etcherla,,Etcherla,Etcherla,262634,18.27936,83.81351
Andhra Pradesh_2024,NTR,A.Konduru,,Cheemalapadu,A.Konduru,261753,16.88477,80.64262
Andhra Pradesh_2024,Srikakulam,Etcherla,,Tamminaidupeta,Etcherla,268275,18.32859,83.88348
